site,country,inscription date,is the site in danger,removal date,latitude,longitude,area,category,transboundary
"The Jantar Mantar, Jaipur",India,2010,No,,26.9247222,75.825,1.8652,Cultural,No
Naumburg Cathedral,Germany,2018,No,,51.1548056,11.804,1.82,Cultural,No
Roman Walls of Lugo,Spain,2000,No,,43.011,-7.553,1.68,Cultural,No
Abbey Church of Saint-Savin sur Gartempe,France,1983,No,,46.56472,0.86611,1.61,Cultural,No
Amiens Cathedral,France,1981,No,,49.895,2.3016667,1.54,Cultural,No
Mehmed Paša Sokolović Bridge in Višegrad,Bosnia and Herzegovina,2007,No,,43.7814444,19.288025,1.5,Cultural,No
Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,Italy,1980,No,,45.466,9.171,1.5,Cultural,No
"La Grand-Place, Brussels",Belgium,1998,No,,50.84668,4.35242,1.48,Cultural,No
Gonbad-e Qābus,Iran,2012,No,,37.2580278,55.169,1.4754,Cultural,No
Amphitheatre of El Jem,Tunisia,1979,No,,35.29639,10.70694,1.37,Cultural,No
Early Christian Monuments of Ravenna,Italy,1996,No,,44.4204167,12.19625,1.32,Cultural,No
Madara Rider,Bulgaria,1979,No,,43.277375,27.118894,1.2,Cultural,No
"Cathedral, Torre Civica and Piazza Grande, Modena",Italy,1997,No,,44.64624,10.92568,1.2,Cultural,No
Bryggen,Norway,1979,No,,60.39722,5.32306,1.196,Cultural,No
Studenica Monastery,Serbia,1986,No,,43.4865278,20.5316667,1.16,Cultural,No
Ruins of Loropéni,Burkina Faso,2009,No,,10.25,-3.5833333,1.113,Cultural,No
Royal Monastery of Santa María de Guadalupe,Spain,1993,No,,39.45285,-5.3275,1.1,Cultural,No
Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,Croatia,1997,No,,45.2285833,13.5933333,1.1,Cultural,No
Upper Svaneti,Georgia,1996,No,,42.9157138,43.0141604,1.06,Cultural,No
Chartres Cathedral,France,1979,No,,48.4475,1.4872222,1.06,Cultural,No
Burgos Cathedral,Spain,1984,No,,42.3407333,-3.7040111,1.03,Cultural,No
Monastery of Batalha,Portugal,1983,No,,39.65778,-8.82694,0.98,Cultural,No
"ESMA Museum and Site of Memory – Former Clandestine Center of Detention, Torture and Extermination",Argentina,2023,No,,-34.5366417,-58.4653333,0.907,Cultural,No
Stoclet House,Belgium,2009,No,,50.835,4.4161111,0.86,Cultural,No
Vizcaya Bridge,Spain,2006,No,,43.323175,-3.0168333,0.8595,Cultural,No
Bourges Cathedral,France,1992,No,,47.0822222,2.3983333,0.85,Cultural,No
Luther Memorials in Eisleben and Wittenberg,Germany,1996,No,,51.86472,12.65278,0.83,Cultural,No
León Cathedral,Nicaragua,2011,No,,12.435,-86.8780556,0.77,Cultural,No
Tugendhat Villa in Brno,Czech Republic,2001,No,,49.2071833,16.6160556,0.73,Cultural,No
Boyana Church,Bulgaria,1979,No,,42.6446319,23.2661828,0.68,Cultural,No
Pilgrimage Church of St John of Nepomuk at Zelená Hora,Czech Republic,1994,No,,49.5802,15.9420583,0.64,Cultural,No
Wooden Hypostyle Mosques of Medieval Anatolia,Turkey,2023,No,,38.7550361,30.529575,0.61,Cultural,No
St Mary''s Cathedral and St Michael''s Church at Hildesheim,Germany,1985,No,,52.15278,9.94389,0.58,Cultural,No
Kizhi Pogost,Russia,1990,No,,62.0675833,35.2243611,0.57,Cultural,No
The work of engineer Eladio Dieste: Church of Atlántida,Uruguay,2021,No,,-34.7439194,-55.7664083,0.56,Cultural,No
Speyer Cathedral,Germany,1981,No,,49.3172222,8.4423889,0.558,Cultural,No
Mausoleum of Khoja Ahmed Yasawi,Kazakhstan,2003,No,,43.2976944,68.2710556,0.55,Cultural,No
Notre-Dame Cathedral in Tournai,Belgium,2000,No,,50.60603,3.38926,0.4963,Cultural,No
Hiroshima Peace Memorial (Genbaku Dome),Japan,1996,No,,34.395556,132.453611,0.4,Cultural,No
Roskilde Cathedral,Denmark,1995,No,,55.6422222,12.0797222,0.4,Cultural,No
Valongo Wharf Archaeological Site,Brazil,2017,No,,-22.8971111,-43.1873944,0.3895,Cultural,No
Pont du Gard (Roman Aqueduct),France,1985,No,,43.9472222,4.5352778,0.3257,Cultural,No
Town Hall and Roland on the Marketplace of Bremen,Germany,2004,No,,53.0759722,8.8074722,0.287,Cultural,No
Churches of Peace in Jawor and Świdnica,Poland,2001,No,,51.0542778,16.1959444,0.23,Cultural,No
Plantin-Moretus House-Workshops-Museum Complex,Belgium,2005,No,,51.21833,4.39778,0.23,Cultural,No
Urnes Stave Church,Norway,1979,No,,61.2982382,7.3228313,0.21,Cultural,No
Monuments of Oviedo and the Kingdom of the Asturias,Spain,1985,No,,43.36262,-5.84303,0.2,Cultural,No
La Lonja de la Seda de Valencia,Spain,1996,No,,39.4744167,-0.3784444,0.2,Cultural,No
Aachen Cathedral,Germany,1978,No,,50.7747469,6.08392,0.2,Cultural,No
Margravial Opera House Bayreuth,Germany,2012,No,,49.9443931,11.5784979,0.19,Cultural,No
Aapravasi Ghat,Mauritius,2006,No,,-20.1586389,57.5031667,0.164,Cultural,No
Ħal Saflieni Hypogeum,Malta,1980,No,,35.86959,14.5068834,0.13,Cultural,No
Sudanese style mosques in northern Côte d’Ivoire,Côte d''Ivoire,2021,No,,10.4903167,-6.4101667,0.1298,Cultural,No
Luis Barragán House and Studio,Mexico,2004,No,,19.4111979,-99.1923533,0.1161,Cultural,No
Punic Town of Kerkuane and its Necropolis,Tunisia,1985,No,,36.94639,11.09917,0.1119,Cultural,No
The Cathedral of St James in Šibenik,Croatia,2000,No,,43.73629,15.89038,0.1,Cultural,No
Pilgrimage Church of Wies,Germany,1983,No,,47.6812778,10.9001389,0.1,Cultural,No
Holy Trinity Column in Olomouc,Czech Republic,2000,No,,49.5939361,17.2504583,0.05,Cultural,No
The Maison Carrée of Nîmes,France,2023,No,,43.8382222,4.3561111,0.0474,Cultural,No
Quseir Amra,Jordan,1985,No,,31.8018056,36.5873056,0.0445,Cultural,No
Thracian Tomb of Kazanlak,Bulgaria,1979,No,,42.625774,25.399172,0.0155,Cultural,No
Rietveld Schröderhuis (Rietveld Schröder House),Netherlands,2000,No,,52.0853333,5.1475556,0.0075,Cultural,No
Changdeokgung Palace Complex,Korea,1997,No,,37.5788889,126.9911111,0.0,Cultural,No
Trinidad and the Valley de los Ingenios,Cuba,1988,No,,21.8030556,-79.9844444,0.0,Cultural,No
Timbuktu,Mali,1988,Yes,2005.0,16.7733333,-2.9994444,0.0,Cultural,No
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,Tanzania,1981,No,2014.0,-8.95778,39.52278,0.0,Cultural,No
"Ancient Ksour of Ouadane, Chinguetti, Tichitt and Oualata",Mauritania,1996,No,,20.92889,-11.62361,0.0,Cultural,No
Historic Mosque City of Bagerhat,Bangladesh,1985,No,,22.66667,89.8,0.0,Cultural,No
Ruins of the Buddhist Vihara at Paharpur,Bangladesh,1985,No,,25.0333333,88.9833333,0.0,Cultural,No
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",Belarus,2005,No,,53.22278,26.69139,0.0,Cultural,No
Taxila,Pakistan,1980,No,,33.7791667,72.8875,0.0,Cultural,No
Historic City of Sucre,Bolivia,1991,No,,-19.04799,-65.259592,0.0,Cultural,No
Pre-Hispanic City of Chichen-Itza,Mexico,1988,No,,20.682739,-88.568654,0.0,Cultural,No
Mount Qingcheng and the Dujiangyan Irrigation System,China,2000,No,,31.00167,103.60528,0.0,Cultural,No
Struve Geodetic Arc,Moldova,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Crespi d''Adda,Italy,1995,No,,45.59333,9.53833,0.0,Cultural,No
San Agustín Archaeological Park,Colombia,1995,No,,1.9166667,-76.2333333,0.0,Cultural,No
"Port, Fortresses and Group of Monuments, Cartagena",Colombia,1984,No,,10.4166667,-75.5333333,0.0,Cultural,No
Old Towns of Djenné,Mali,1988,Yes,,13.90639,-4.555,0.0,Cultural,No
Struve Geodetic Arc,Latvia,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Seokguram Grotto and Bulguksa Temple,Korea,1995,No,,35.791498,129.349029,0.0,Cultural,No
Hwaseong Fortress,Korea,1997,No,,37.27222,127.00833,0.0,Cultural,No
"Haeinsa Temple Janggyeong Panjeon, the Depositories for the Tripitaka Koreana Woodblocks",Korea,1995,No,,35.801672,128.098711,0.0,Cultural,No
"Forts and Castles, Volta, Greater Accra, Central and Western Regions",Ghana,1979,No,,5.39103,-0.49361,0.0,Cultural,No
Asante Traditional Buildings,Ghana,1980,No,,6.4011111,-1.6258333,0.0,Cultural,No
Zollverein Coal Mine Industrial Complex in Essen,Germany,2001,No,,51.4913889,7.0461111,0.0,Cultural,No
Wartburg Castle,Germany,1999,No,,50.9667778,10.307,0.0,Cultural,No
Ancient City of Polonnaruwa,Sri Lanka,1982,No,,7.9158333,81.0005556,0.0,Cultural,No
Struve Geodetic Arc,Finland,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Works of Antoni Gaudí,Spain,1984,No,,41.41338,2.152972,0.0,Cultural,No
Dacian Fortresses of the Orastie Mountains,Romania,1999,No,,45.6230556,23.3119444,0.0,Cultural,No
Monastic Island of Reichenau,Germany,2000,No,,47.6987222,9.0613056,0.0,Cultural,No
Rock Art of the Mediterranean Basin on the Iberian Peninsula,Spain,1998,No,,39.78995,-1.03331,0.0,Cultural,No
Wooden Churches of Maramureş,Romania,1999,No,,47.8208333,24.0558333,0.0,Cultural,No
"Church of the Ascension, Kolomenskoye",Russia,1994,No,,55.65556,37.67389,0.0,Cultural,No
Historic Monuments of Novgorod and Surroundings,Russia,1992,No,,58.53333,31.28333,0.0,Cultural,No
Classical Weimar,Germany,1998,No,,50.9775,11.32861,0.0,Cultural,No
Struve Geodetic Arc,Russia,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
White Monuments of Vladimir and Suzdal,Russia,1992,No,,56.15,40.4166667,0.0,Cultural,No
Island of Saint-Louis,Senegal,2000,No,,16.02778,-16.50444,0.0,Cultural,No
Island of Gorée,Senegal,1978,No,,14.66722,-17.40083,0.0,Cultural,No
Fuerte de Samaipata,Bolivia,1998,No,,-18.178323,-63.820485,0.0,Cultural,No
Cave of Altamira and Paleolithic Cave Art of Northern Spain,Spain,1985,No,,43.3825278,-4.1161667,0.0,Cultural,No
Belfries of Belgium and France,France,1999,No,,50.17444,3.23139,0.0,Cultural,Yes
Old Walled City of Shibam,Yemen,1982,Yes,,15.92694,48.62667,0.0,Cultural,No
Fossil Hominid Sites of South Africa,South Africa,1999,No,,-24.15861,29.17694,0.0,Cultural,No
Khami Ruins National Monument,Zimbabwe,1986,No,,-20.1583333,28.3766667,0.0,Cultural,No
Jesuit Missions of the Chiquitos,Bolivia,1990,No,,-16.0,-60.5,0.0,Cultural,No
Struve Geodetic Arc,Belarus,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Baalbek,Lebanon,1984,No,,34.0066667,36.2041667,0.0,Cultural,No
Belfries of Belgium and France,Belgium,1999,No,,50.17444,3.23139,0.0,Cultural,Yes
Struve Geodetic Arc,Lithuania,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Abbey of St Gall,Switzerland,1983,No,,47.42333,9.37778,0.0,Cultural,No
Struve Geodetic Arc,Sweden,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Ancient Building Complex in the Wudang Mountains,China,1994,No,,32.46667,111.0,0.0,Cultural,No
Old City of Jerusalem and its Walls,Israel,1981,Yes,,31.7777778,35.2316667,0.0,Cultural,No
Kronborg Castle,Denmark,2000,No,,56.03889,12.6208333,0.0,Cultural,No
Struve Geodetic Arc,Norway,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Struve Geodetic Arc,Ukraine,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Tchogha Zanbil,Iran,1979,No,,32.00857,48.522118,0.0,Cultural,No
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Oman,1988,No,,23.26986,56.745,0.0,Cultural,No
"Meidan Emam, Esfahan",Iran,1979,No,,32.65745,51.6777778,0.0,Cultural,No
Blenheim Palace,United Kingdom,1987,No,,51.8419444,-1.3613889,0.0,Cultural,No
Bahla Fort,Oman,1987,No,2004.0,22.96417,57.30111,0.0,Cultural,No
Fort and Shalamar Gardens in Lahore,Pakistan,1981,No,2012.0,31.5902778,74.3097222,0.0,Cultural,No
Hanseatic Town of Visby,Sweden,1995,No,,57.64167,18.29583,0.0,Cultural,No
Bam and its Cultural Landscape,Iran,2004,No,2013.0,29.11683,58.3666667,0.0,Cultural,No
Prambanan Temple Compounds,Indonesia,1991,No,,-7.75222,110.49167,0.0,Cultural,No
"Historical Monuments at Makli, Thatta",Pakistan,1981,No,,24.7666667,67.9,0.0,Cultural,No
Rohtas Fort,Pakistan,1997,No,,32.9625,73.5888889,0.0,Cultural,No
"Qutb Minar and its Monuments, Delhi",India,1993,No,,28.52583,77.18528,0.0,Cultural,No
Taj Mahal,India,1983,No,,27.17417,78.04222,0.0,Cultural,No
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Panama,1980,Yes,,9.5538889,-79.6558333,0.0,Cultural,No
Khajuraho Group of Monuments,India,1986,No,,24.85222,79.92222,0.0,Cultural,No
SGang Gwaay,Canada,1981,No,,52.095,-131.2202778,0.0,Cultural,No
Group of Monuments at Mahabalipuram,India,1984,No,,12.61667,80.19167,0.0,Cultural,No
Fatehpur Sikri,India,1986,No,,27.097528,77.6665,0.0,Cultural,No
Ellora Caves,India,1983,No,,20.02639,75.17917,0.0,Cultural,No
Old and New Towns of Edinburgh,United Kingdom,1995,No,,55.95,-3.2166667,0.0,Cultural,No
Elephanta Caves,India,1987,No,,18.96667,72.93583,0.0,Cultural,No
Churches and Convents of Goa,India,1986,No,,15.50222,73.91167,0.0,Cultural,No
Buddhist Monuments at Sanchi,India,1989,No,,23.47944,77.73972,0.0,Cultural,No
Rice Terraces of the Philippine Cordilleras,Philippines,1995,No,2012.0,16.93389,121.13667,0.0,Cultural,No
Struve Geodetic Arc,Estonia,2005,No,,59.0577778,26.3377778,0.0,Cultural,Yes
Agra Fort,India,1983,No,,27.179806,78.021528,0.0,Cultural,No
Aksum,Ethiopia,1980,No,,14.13019,38.71861,0.0,Cultural,No
Tower of London,United Kingdom,1988,No,,51.5080556,-0.0761111,0.0,Cultural,No
"Fasil Ghebbi, Gondar Region",Ethiopia,1979,No,,12.607909,37.4697,0.0,Cultural,No
Historic Centre of Évora,Portugal,1986,No,,38.57306,-7.90778,0.0,Cultural,No
Major Town Houses of the Architect Victor Horta (Brussels),Belgium,2000,No,,50.82806,4.36223,0.0,Cultural,No
Central Zone of the Town of Angra do Heroismo in the Azores,Portugal,1983,No,,38.655,-27.22,0.0,Cultural,No
Lower Valley of the Awash,Ethiopia,1980,No,,11.10006,40.57939,0.0,Cultural,No
Convent of Christ in Tomar,Portugal,1983,No,,39.60472,-8.4175,0.0,Cultural,No
"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",Portugal,1996,No,,41.1416667,-8.6166667,0.0,Cultural,No
Lower Valley of the Omo,Ethiopia,1980,No,,4.8,35.9666667,0.0,Cultural,No
Monastery of Alcobaça,Portugal,1989,No,,39.55,-8.97667,0.0,Cultural,No
"Rock-Hewn Churches, Lalibela",Ethiopia,1978,No,,12.02935,39.04042,0.0,Cultural,No
Tiya,Ethiopia,1980,No,,8.43491,38.6121,0.0,Cultural,No
Bronze Age Burial Site of Sammallahdenmäki,Finland,1999,No,,61.12056,21.7775,0.0,Cultural,No
Antigua Guatemala,Guatemala,1979,No,,14.556504,-90.73381,0.0,Cultural,No
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Greece,1999,No,,37.3,26.55,0.0,Cultural,No
Sacred City of Kandy,Sri Lanka,1988,No,,7.2936111,80.6402778,0.0,Cultural,No
Sacred City of Anuradhapura,Sri Lanka,1982,No,,8.3333333,80.3833333,0.0,Cultural,No
Rangiri Dambulla Cave Temple,Sri Lanka,1991,No,,7.8566667,80.6491667,0.0,Cultural,No
Archaeological Sites of Mycenae and Tiryns,Greece,1999,No,,37.7333333,22.75,0.0,Cultural,No
Old Town of Galle and its Fortifications,Sri Lanka,1988,No,,6.028051,80.216346,0.0,Cultural,No
Ancient City of Sigiriya,Sri Lanka,1982,No,,7.95,80.75,0.0,Cultural,No
Historic City of Meknes,Morocco,1996,No,,33.88333,-5.55833,,Cultural,No
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,Portugal,1998,No,,40.6975,-6.6611111,,Cultural,Yes
Churches of Moldavia,Romania,1993,No,,47.7783333,25.7127778,,Cultural,No
Petroglyphs of Lake Onega and the White Sea,Russia,2021,No,,61.7299,36.0126389,,Cultural,No
Eisinga Planetarium in Franeker,Netherlands,2023,No,,53.187375,5.5437528,,Cultural,No
Roșia Montană Mining Landscape,Romania,2021,Yes,,46.3061111,23.1305556,,Cultural,No
Three Parallel Rivers of Yunnan Protected Areas,China,2003,No,,27.895,98.4063889,,Natural,No
Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain,Spain,1993,No,,43.335,-6.4147222,,Cultural,No
Historic Town of Zabid,Yemen,1993,Yes,,14.1953333,43.3155278,,Cultural,No
Djerba: Testimony to a settlement pattern in an island territory,Tunisia,2023,No,,33.7924194,11.0039583,,Cultural,No
Old City of Sana''a,Yemen,1986,Yes,,15.3555556,44.2080556,,Cultural,No
Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,Chile,2021,No,,-18.4819611,-70.3215722,,Cultural,No
Funerary and memory sites of the First World War (Western Front),France,2023,No,,,,,Cultural,Yes
Jewish-Medieval Heritage of Erfurt,Germany,2023,No,,50.9786639,11.0292333,,Cultural,No
Anjar,Lebanon,1984,No,,33.7319444,35.9333333,,Cultural,No
The Historic Centre of Odesa,Ukraine,2023,Yes,,46.48645,30.7416139,,Cultural,No
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,Spain,1998,No,,40.6975,-6.6611111,,Cultural,Yes
Cologne Cathedral,Germany,1996,No,2006.0,50.9411111,6.9572222,,Cultural,No
Butrint,Albania,1992,No,2005.0,39.745732,20.02095,,Cultural,No
Hyrcanian Forests,Azerbaijan,2019,No,,37.4214722,55.7242778,,Natural,Yes
Baroque Churches of the Philippines,Philippines,1993,No,,14.59,120.97,,Cultural,No
Funerary and memory sites of the First World War (Western Front),Belgium,2023,No,,,,,Cultural,Yes
Hyrcanian Forests,Iran,2019,No,,37.4214722,55.7242778,,Natural,Yes
Byblos,Lebanon,1984,No,,34.11917,35.6455556,,Cultural,No
City of Graz – Historic Centre and Schloss Eggenberg,Austria,1999,No,,47.0730556,15.4386111,,Cultural,No
